,Title,Published_date,Views,Likes,Comments,Month,URL
1292,Top 10 Marketing Books for Entrepreneurs,2017-04-04,189753,7320,367,Apr,https://www.youtube.com/watch?v=SLJ8oVh4uVA
1293,"The myth behind ""some will, some won't, so what, next""",2017-04-03,33708,1844,147,Apr,https://www.youtube.com/watch?v=OBfKPqhXEuA
1294,How To Capitalize On The Next Big Crash- #PBDRealTalk Episode 1,2017-04-02,26769,1076,175,Apr,https://www.youtube.com/watch?v=s6YEriXxL60
1295,Nintendo- The History of a Legendary Video Game Company - A Case Study for Entrepreneurs,2017-03-31,23462,809,202,Mar,https://www.youtube.com/watch?v=bCzyn9Fmbic
1296,The 5 Levels of Entrepreneurship,2017-03-30,124283,5168,772,Mar,https://www.youtube.com/watch?v=HZpE_TPxPT4
1297,The Three Most Important Skills in Sales,2017-03-28,441966,12435,555,Mar,https://www.youtube.com/watch?v=ZopdAFfJCOY
1298,If Success & Failure Were Human Beings,2017-03-27,38111,2458,212,Mar,https://www.youtube.com/watch?v=jy-l4h3OSQ8
1299,How Airbnb Became a $30 Billion Success! - A Case Study for Entrepreneurs,2017-03-24,117033,2992,272,Mar,https://www.youtube.com/watch?v=pHXVDW4JxpQ
1300,8 Skills You Won’t Learn from Reading Books,2017-03-23,99484,5152,388,Mar,https://www.youtube.com/watch?v=-S6nnNc4nqs
1301,New Series Coming Soon!  #PBDRealTalk,2017-03-23,8243,523,87,Mar,https://www.youtube.com/watch?v=I8aLW4uZk0c
1302,How No Sex for 17 Months Made Me a Millionaire- Life of an Entrepreneur VLOG Episode 7,2017-03-22,211433,5647,623,Mar,https://www.youtube.com/watch?v=b4-2K-Sx_Mw
1303,12 Reasons Why Smart People Fail in Business,2017-03-21,485426,16327,1165,Mar,https://www.youtube.com/watch?v=qdBto6OfBXM
1304,My First Big Check,2017-03-20,30765,1757,224,Mar,https://www.youtube.com/watch?v=G14aHXF3FGk
1305,AT&T- How a Monopoly Was Broken and Rebuilt - A Case Study for Entrepreneurs,2017-03-17,16372,525,159,Mar,https://www.youtube.com/watch?v=OJ2uaIKpg0w
1306,How to build your business remotely,2017-03-16,56074,2135,150,Mar,https://www.youtube.com/watch?v=apjHv3ZOQ_0
1307,Negotiation at Its Finest - Life of An Entrepreneur VLOG Episode 6,2017-03-15,33775,1051,150,Mar,https://www.youtube.com/watch?v=D9cPAuZIigs
1308,The 20 Rules of Money,2017-03-14,5764694,142695,9410,Mar,https://www.youtube.com/watch?v=xhAVmmrrZjU
1309,How to Handle Massive Success,2017-03-13,33648,1575,129,Mar,https://www.youtube.com/watch?v=r3EEhqBKIkM
1310,When Crisis Happens,2017-03-12,19701,1326,129,Mar,https://www.youtube.com/watch?v=Gcxf2L45LWA
1311,Air Jordan's - How Nike Created a Brand Worth Billions - A Case Study for Entrepreneurs,2017-03-10,192566,3840,376,Mar,https://www.youtube.com/watch?v=sWP8pMylESo
1312,Why Your Great Idea Sucks!,2017-03-09,221181,10034,725,Mar,https://www.youtube.com/watch?v=R9-f52NYyQY
1313,Clarity is Priceless- Life of An Entrepreneur VLOG- Episode 5,2017-03-08,23929,873,115,Mar,https://www.youtube.com/watch?v=eSzJ8usYhAo
1314,How to Find the Leaks in Your Business,2017-03-07,54055,2077,153,Mar,https://www.youtube.com/watch?v=j5jkQKJCbow
1315,Monetize Your Passion,2017-03-06,29209,1524,138,Mar,https://www.youtube.com/watch?v=vzYwCmDDSLA
1316,JFK Assassination: The Truth Told by Secret Service Agent Clint Hill,2017-03-05,7280581,70533,16020,Mar,https://www.youtube.com/watch?v=ve6HzFO_9Cg
1317,How to Gain Trust with Your Image & Clothing,2017-03-04,9935,453,73,Mar,https://www.youtube.com/watch?v=AAVMkuHcGhU
1318,How Red Bull Got Its Wings! - A Case Study for Entrepreneurs,2017-03-03,75740,2156,321,Mar,https://www.youtube.com/watch?v=7Q4_d6fG8pI
1319,15 Types of Entrepreneurs in the Animal Kingdom,2017-03-02,40882,1993,215,Mar,https://www.youtube.com/watch?v=M2f8ZQy72Ck
1320,We Need Mentors to Scale in Business- Life of An Entrepreneur VLOG- Episode 4,2017-03-01,24603,839,105,Mar,https://www.youtube.com/watch?v=mw8you5AuNY
1321,Hiring Your First Employee as an Entrepreneur,2017-02-28,171035,6416,305,Feb,https://www.youtube.com/watch?v=gn6Iz6Hc8kE
1322,I'm Talking to You!,2017-02-27,31971,1848,203,Feb,https://www.youtube.com/watch?v=fb8PSOD226c
1323,DUI as an Entrepreneur,2017-02-27,19377,890,144,Feb,https://www.youtube.com/watch?v=QjQJPGTOkOo
1324,5 Tips to Project Power with Your Style,2017-02-25,13074,470,94,Feb,https://www.youtube.com/watch?v=aRC0OiC_KxM
1325,Is Facebook the Next Amazon? - A Case Study for Entrepreneurs,2017-02-24,33499,1002,163,Feb,https://www.youtube.com/watch?v=VWKz5dbPTZA
1326,How Parents Can Support Young Entrepreneurs,2017-02-23,20545,1033,194,Feb,https://www.youtube.com/watch?v=6s9orC4i_MI
1327,Interviewing a Secret Service Agent on Valentine's Week - Life of an Entrepreneur VLOG- Episode 3,2017-02-22,23406,704,104,Feb,https://www.youtube.com/watch?v=nrplDef-oDM
1328,How to Dominate your Industry,2017-02-21,86765,3457,176,Feb,https://www.youtube.com/watch?v=tfsGcL0ZUIs
1329,Most Important Question to Ask in Sales,2017-02-20,25418,1078,69,Feb,https://www.youtube.com/watch?v=QzsNQ5jVWPE
1330,How to Dress Sharp as an Entrepreneur,2017-02-18,15363,455,77,Feb,https://www.youtube.com/watch?v=lTJm_1C7ZXE
1331,The Rise of Jack Ma and Alibaba - A Case Study for Entrepreneurs,2017-02-17,99362,2484,349,Feb,https://www.youtube.com/watch?v=Eq-j2ORNlpw
1332,Why it pays to be the underdog Entrepreneur,2017-02-16,25533,1388,157,Feb,https://www.youtube.com/watch?v=9ggCvfBkqoY
1333,Are Rich People Greedy?,2017-02-14,55478,2363,273,Feb,https://www.youtube.com/watch?v=c6Km_61BluY
1334,I'm Not Stopping!,2017-02-13,27757,1058,102,Feb,https://www.youtube.com/watch?v=ONtsu_pvI3I
1335,A CEO Never Sleeps- Life of An Entrepreneur VLOG- Episode 2,2017-02-12,44593,1356,182,Feb,https://www.youtube.com/watch?v=7qO608bmB4c
1336,How Entrepreneurs Can Use The Power of Color,2017-02-11,11583,420,106,Feb,https://www.youtube.com/watch?v=Z_d_ETvd8eQ
1337,The Truth Behind Working 9 to 5,2017-02-10,45672,1080,133,Feb,https://www.youtube.com/watch?v=eyageLkdktU
1338,How Instagram Declared War on Snapchat - A Case Study for Entrepreneurs,2017-02-10,39854,1177,229,Feb,https://www.youtube.com/watch?v=woIxlSCsPs8
1339,10 Dumbest Mistakes Entrepreneurs Make with Their Money,2017-02-09,227461,8609,487,Feb,https://www.youtube.com/watch?v=jVLMUb1mxn0
1340,Magic Johnson Debates LeBron vs Jordan,2017-02-08,681832,6993,958,Feb,https://www.youtube.com/watch?v=7zAdpNsAMSg
1341,11 Ways to Be More Memorable,2017-02-07,87373,3737,203,Feb,https://www.youtube.com/watch?v=cl2YrHKX1jY
1342,4 Steps to Absolute Confidence,2017-02-06,47670,1907,101,Feb,https://www.youtube.com/watch?v=DsUe2UxmR0o
1343,"Work Hard, Play Hard! - Life of An Entrepreneur VLOG- Episode 1",2017-02-05,66873,2417,303,Feb,https://www.youtube.com/watch?v=EcLy-mFFVOA
1344,5 Factors Companies Use to Determine the Cost of Clothing,2017-02-04,7407,264,52,Feb,https://www.youtube.com/watch?v=65CW2z5YX_o
1345,Tesla: No Longer Just a Car Company - A Case Study for Entrepreneurs,2017-02-03,104527,3014,587,Feb,https://www.youtube.com/watch?v=ytchGSaA5-g
1346,7 Signs You Are  Going to Be Successful,2017-02-02,4399396,72274,3561,Feb,https://www.youtube.com/watch?v=VDXTwxvSDN0
1347,Top 10 Books for Teenage Entrepreneurs,2017-01-31,166066,6965,540,Jan,https://www.youtube.com/watch?v=FkgcfFOiNlM
1348,How To Get Exactly What You Want in Life,2017-01-30,30230,1354,122,Jan,https://www.youtube.com/watch?v=yuRlsjeSDCs
1349,The Style and Theory of Value,2017-01-28,8636,366,93,Jan,https://www.youtube.com/watch?v=2vDSGnBGMN4
1350,How Amazon Dominated Retail - A Case Study for Entrepreneurs,2017-01-27,93717,2345,283,Jan,https://www.youtube.com/watch?v=sDjI020jw7A
1351,19 Qualities of a Great CEO,2017-01-26,586352,16485,669,Jan,https://www.youtube.com/watch?v=dajQqsVAhj4
1352,Drop Out And Get Schooled - A Short Film by Patrick Bet-David,2017-01-25,149393,1870,240,Jan,https://www.youtube.com/watch?v=HLH2fhIxWPg
1353,How to Measure Your Net Worth,2017-01-24,279595,12404,616,Jan,https://www.youtube.com/watch?v=iYPi-T42KZU
1354,Teenage Entrepreneurs- Don't Let Logic Bully You!,2017-01-24,16811,876,72,Jan,https://www.youtube.com/watch?v=5iFAb_eBwQQ
1355,How Often Do You Shock the World? (Motivation Monday),2017-01-23,19199,937,71,Jan,https://www.youtube.com/watch?v=77jfMtNg2Nk
1356,"Fit, Fabric & Function- 3 Style Tips for Entrepreneurs",2017-01-21,8038,253,45,Jan,https://www.youtube.com/watch?v=K9Xf6JSJ3NY
1357,How Half-Life Revolutionized PC Gaming - A Case Study for Entrepreneurs,2017-01-20,20389,902,245,Jan,https://www.youtube.com/watch?v=X_U-uq6jzrY
1358,Common Mistakes Teenage Entrepreneurs Make,2017-01-19,264064,5117,440,Jan,https://www.youtube.com/watch?v=JHgJRV3bIFM
1359,Publish or Don't Publish This Book?,2017-01-18,14400,1447,1200,Jan,https://www.youtube.com/watch?v=15rggcgdV_I
1360,How to Build a Great Sales team,2017-01-17,283414,6205,253,Jan,https://www.youtube.com/watch?v=h1lRsIaAJu4
1361,Protect What You Give Your Attention To,2017-01-16,19146,1169,81,Jan,https://www.youtube.com/watch?v=-dE_DoWodoI
1362,Best PBD Interview- Revolutionizing the Educational System & Why Sex Sells,2017-01-15,18530,672,112,Jan,https://www.youtube.com/watch?v=YAxsFTaqyI8
1363,How to Build an Interchangeable Wardrobe as an Entrepreneur,2017-01-14,8146,265,58,Jan,https://www.youtube.com/watch?v=yu2pPFnyYeI
1364,How Uber Overcame Threats & Controversy - Part 2 - A Case Study for Entrepreneurs,2017-01-13,42407,938,207,Jan,https://www.youtube.com/watch?v=ut13EQeK1Os
1365,What Makes Great Teachers Great,2017-01-12,49803,1876,149,Jan,https://www.youtube.com/watch?v=w1zPVvIYw9I
1366,La Vida De Un Emprendedor en 90 Segundos,2017-01-11,47324,1190,112,Jan,https://www.youtube.com/watch?v=3YV-tWENu9k
1367,How to Become an Entrepreneur,2017-01-10,207546,7020,493,Jan,https://www.youtube.com/watch?v=TwhQJ6br0wU
1368,The Best Way to Compete in 2017,2017-01-09,23694,1199,126,Jan,https://www.youtube.com/watch?v=700Fvr6hz94
1369,Vision of Valuetainment: 1 Hour Q&A with Entrepreneurs,2017-01-08,32678,1168,216,Jan,https://www.youtube.com/watch?v=oyxGjdyaqZA
1370,Dress for Success as an Entrepreneur,2017-01-07,30110,1083,181,Jan,https://www.youtube.com/watch?v=5NlILBs_5Fc
1371,What Made Uber?- A Case Study for Entrepreneurs,2017-01-06,134080,2734,364,Jan,https://www.youtube.com/watch?v=lWZWnWfkDLs
1372,8 Bad Experiences That Will Help You as an Entrepreneur,2017-01-05,105623,4970,651,Jan,https://www.youtube.com/watch?v=xqHX3fDk360
1373,How to compete with bigger companies,2017-01-03,132603,6401,643,Jan,https://www.youtube.com/watch?v=KZMwpnSNPF8
1374,Motivation Monday- Anticipate Your Future,2017-01-02,18361,732,73,Jan,https://www.youtube.com/watch?v=PNCCLr05ubc
1375,Valuetainment 2016 Rewind: the year of the underdog,2016-12-31,14080,1055,254,Dec,https://www.youtube.com/watch?v=4vU7nH_ggG4
1376,How Blockbuster Flopped - A Case Study for Entrepreneurs,2016-12-30,56373,1795,393,Dec,https://www.youtube.com/watch?v=CCL8F9VtSqk
1377,How Teenage Entrepreneurs Can Find a Mentor,2016-12-29,89547,4870,752,Dec,https://www.youtube.com/watch?v=giWyqzZdUqU
1378,What Is Your Long Term Play? 💡 3 Hour Q&A with Entrepreneurs,2016-12-29,127389,3163,279,Dec,https://www.youtube.com/watch?v=G1N0wKSKuJ8
1379,How to Build a Billion Dollar Company,2016-12-27,468776,14974,1333,Dec,https://www.youtube.com/watch?v=IZFL1ToyDMo
1380,Where is Everybody?,2016-12-27,20534,1088,199,Dec,https://www.youtube.com/watch?v=qoix1zH1vCo
1381,"Motivation Monday- ""Life is a Deck of Cards""",2016-12-26,25707,1443,188,Dec,https://www.youtube.com/watch?v=ma3YQK3MwF0
1382,Family's Home for Christmas,2016-12-24,10176,528,108,Dec,https://www.youtube.com/watch?v=Qy9b5yztqnk
1383,Wells Fargo: A Culture of Corruption - A Case Study for Entrepreneurs,2016-12-23,59898,1637,256,Dec,https://www.youtube.com/watch?v=tk9KisJWaCY
1384,How Easy is it to Buy Your Product?,2016-12-22,35935,1606,181,Dec,https://www.youtube.com/watch?v=3JfWgFFr9S0
1385,The Biggest Mistake Marketers Make,2016-12-20,71432,2934,383,Dec,https://www.youtube.com/watch?v=xq1kDiGpWZM
1386,"Motivation Monday- ""The Toughest Attorney You'll Ever Face """,2016-12-19,14759,734,70,Dec,https://www.youtube.com/watch?v=5lAidw97Jfk
1387,The Best Santa Claus an Entrepreneur Can Have,2016-12-17,10204,543,111,Dec,https://www.youtube.com/watch?v=CE8BE4klwNc
1388,Best YouTube Channel For Entrepreneurs,2016-12-17,75538,651,136,Dec,https://www.youtube.com/watch?v=zeNQE3VBRnQ
1389,The Groupon Disaster - A Case Study for Entrepreneurs,2016-12-16,210878,4326,466,Dec,https://www.youtube.com/watch?v=GHocLiH0kx8
1390,11 Reasons Why the Best Entrepreneurs are Childlike,2016-12-15,137375,7194,518,Dec,https://www.youtube.com/watch?v=YzNwTk4sWwE
1391,How to Delegate Like a Millionaire Entrepreneur,2016-12-13,159536,5888,299,Dec,https://www.youtube.com/watch?v=oiafnFKrHeo
1392,Motivation Monday- Call a Time Out,2016-12-12,12668,495,47,Dec,https://www.youtube.com/watch?v=zSc0X8Qzr8E
1393,Hitting Rock Bottom- The Best Experience for Entrepreneurs,2016-12-11,19323,864,105,Dec,https://www.youtube.com/watch?v=ysGPVIJyvQU
1394,How Yellow Tail Wine Dominated! - A Case Study for Entrepreneurs,2016-12-09,41453,1045,194,Dec,https://www.youtube.com/watch?v=hdGKAHvgBqo
1395,How to Write a One Page Business Plan,2016-12-08,881083,25805,978,Dec,https://www.youtube.com/watch?v=fhk3FhmLjh0
1396,Are Entrepreneurs Made or Born?,2016-12-06,70003,2287,333,Dec,https://www.youtube.com/watch?v=myiuOFoYGhQ
1397,Motivation Monday - Leading vs Leaning,2016-12-05,13832,512,61,Dec,https://www.youtube.com/watch?v=iAQgt4dRiiM
1398,The Power of Innocence,2016-12-04,16492,1145,167,Dec,https://www.youtube.com/watch?v=pf5hSGLLQGI
1399,The Dreyer's Ice Cream Success Story! A Case Study for Entrepreneurs,2016-12-02,35456,983,196,Dec,https://www.youtube.com/watch?v=nJEM7GcNRo8
1400,The REAL Truth about MLM & Network Marketing,2016-12-01,345085,8210,1553,Dec,https://www.youtube.com/watch?v=2jG6lJLcToA
1401,How to Strategize as an Entrepreneur,2016-11-29,273539,8387,345,Nov,https://www.youtube.com/watch?v=NduqfZXbFWE
1402,Will You Level Up During The Holiday Season?,2016-11-28,14246,811,79,Nov,https://www.youtube.com/watch?v=H8Xrllb1JI0
1403,An Empty Parking Lot on Black Friday,2016-11-25,23545,1526,292,Nov,https://www.youtube.com/watch?v=6QpNnQdTU5k
1404,How Nokia Blew A Big Lead in Mobile Phones!  A Case Study for Entrepreneurs,2016-11-25,101124,2588,414,Nov,https://www.youtube.com/watch?v=2u0a-69-QOs
1405,How to Choose Great Friends,2016-11-24,153605,6087,376,Nov,https://www.youtube.com/watch?v=EsRXXUWuENQ
1406,10 Reasons Why People Quit,2016-11-22,199941,7427,621,Nov,https://www.youtube.com/watch?v=zrqD7wspuL8
1407,Motivation Monday- It Starts with a Positive Attitude,2016-11-21,15994,555,42,Nov,https://www.youtube.com/watch?v=F3yYQnR5i4Y
1408,How Starbuck's Made a Comeback!  A Case Study for Entrepreneurs,2016-11-18,151985,3581,358,Nov,https://www.youtube.com/watch?v=3eIya_ZDm3g
1409,9 Misconceptions of Entrepreneurship,2016-11-17,43772,1943,132,Nov,https://www.youtube.com/watch?v=nFStiXqG894
1410,The Man Who Sold 4 Companies for Over a Billion Dollars,2016-11-16,74484,2245,223,Nov,https://www.youtube.com/watch?v=1L5GCFRg-iM
1411,How to Pay Your Employees,2016-11-15,358263,10201,388,Nov,https://www.youtube.com/watch?v=sc30s8R0wRY
1412,"Motivation Monday- ""The Secret to Being the Best""",2016-11-14,43566,1626,99,Nov,https://www.youtube.com/watch?v=F-_qOh5tKrI
1413,How to Improve Work Ethic,2016-11-10,1152467,42481,1868,Nov,https://www.youtube.com/watch?v=flXmPp2vtDA
1414,Why I Love Valuetainment- Winners Announced!,2016-11-09,6445,245,50,Nov,https://www.youtube.com/watch?v=B0ZLlVOMHWE
1415,How to Dress to Impress- Cute Booty vs. Real Men Real Style,2016-11-09,44924,1153,405,Nov,https://www.youtube.com/watch?v=4htG6bk0aEc
1416,How To Self-Promote As An Entrepreneur,2016-11-08,348213,10803,712,Nov,https://www.youtube.com/watch?v=ZHsCho3YOrM
1417,"Motivation Monday- ""You can't BS your way to the top as an Entrepreneur""",2016-11-07,12195,489,45,Nov,https://www.youtube.com/watch?v=dj1wiHczqFc
1418,Can Twitter Avoid Being the Next Myspace or Yahoo?,2016-11-03,9896,393,108,Nov,https://www.youtube.com/watch?v=lWv07mE-ZTU
1419,How to build your online brand on a strong foundation.,2016-11-01,41819,1468,82,Nov,https://www.youtube.com/watch?v=ERTXEFZKMOg
1420,"Motivation Monday- ""We All Have Barriers""",2016-10-31,12204,423,38,Oct,https://www.youtube.com/watch?v=eHaVvM54GDs
1421,The Science of Style & Fashion for Entrepreneurs with Antonio Centeno,2016-10-29,32056,995,149,Oct,https://www.youtube.com/watch?v=9xu2KyNVu9A
1422,How to Give Back to the Community as an Entrepreneur,2016-10-27,8410,369,74,Oct,https://www.youtube.com/watch?v=rWUeV7vWTsA
1423,The Scariest Moments in Business as an Entrepreneur,2016-10-25,112923,3714,263,Oct,https://www.youtube.com/watch?v=XSSN9JBEa3k
1424,How to Think Big as an Entrepreneur,2016-10-20,547847,14745,946,Oct,https://www.youtube.com/watch?v=AaJcj3o9R-s
1425,How to Fire Someone,2016-10-18,93292,2462,204,Oct,https://www.youtube.com/watch?v=o4xZ9wXVfyQ
1426,"Motivation Monday- ""Buy the Right Lies""",2016-10-17,10227,359,19,Oct,https://www.youtube.com/watch?v=07CKJheHLCc
1427,How Values & Principles Affect Your Life,2016-10-16,17605,804,86,Oct,https://www.youtube.com/watch?v=bkbiCD_qPco
1428,"Trump or Clinton, who's better for the economy? (Street Team)",2016-10-15,7149,166,60,Oct,https://www.youtube.com/watch?v=bL_D-qyva0c
1429,Customer Service Vs. Customer Experience,2016-10-13,1432585,20656,616,Oct,https://www.youtube.com/watch?v=ZN1Q2fcQDvM
1430,"100,000 Subscribers Celebration Contest! (Be mentored by PBD)",2016-10-12,8628,548,204,Oct,https://www.youtube.com/watch?v=2FHOdOIfqe0
1431,How to be Happy as an Entrepreneur,2016-10-11,64840,3040,314,Oct,https://www.youtube.com/watch?v=68O0aWj_io8
1432,Motivation Monday- Defining Moment,2016-10-10,16795,612,72,Oct,https://www.youtube.com/watch?v=zei45YjUeGE
1433,How to Inspect Your Business,2016-10-06,80974,2402,92,Oct,https://www.youtube.com/watch?v=Jclmabun4KU
1434,How to Be a Great Public Speaker,2016-10-04,383166,11680,612,Oct,https://www.youtube.com/watch?v=jEuG7JzEpXs
1435,"Motivation Monday- ""Secret Bad Habits""",2016-10-03,37023,1962,161,Oct,https://www.youtube.com/watch?v=ncOeIW5Yva8
1436,Street Team- What's Your Favorite Invention?,2016-10-01,4700,138,54,Oct,https://www.youtube.com/watch?v=GqLqKXJ00Lc
1437,How to Retain More Information,2016-09-29,178462,6466,218,Sep,https://www.youtube.com/watch?v=6w0Q3xe4Cxs
1438,19 Military Lessons that Made Me a Millionaire,2016-09-27,1118724,34861,1709,Sep,https://www.youtube.com/watch?v=kLQGzWHwQBc
1439,"Motivation Monday- ""One Time""",2016-09-26,23823,880,61,Sep,https://www.youtube.com/watch?v=Fvz9OvSEJYY
1440,My Love Affair with New York City,2016-09-25,4261,313,43,Sep,https://www.youtube.com/watch?v=gMVavDy7fBU
1441,What is an Entrepreneur? Street Team Episode #1,2016-09-24,7462,237,45,Sep,https://www.youtube.com/watch?v=hzyJubtIDek
1442,Never Let a Resume Fool You,2016-09-23,8123,404,32,Sep,https://www.youtube.com/watch?v=dSOi7Vj9RsI
1443,How to Respond to Loss as an Entrepreneur,2016-09-22,65960,2438,190,Sep,https://www.youtube.com/watch?v=JID_gh_dZj0
1444,The Best Customer To Have As A Entrepreneur,2016-09-20,10600,385,46,Sep,https://www.youtube.com/watch?v=7Vkr3bKDh54
1445,Motivation Monday: Everyday You Have a Choice,2016-09-19,46024,983,61,Sep,https://www.youtube.com/watch?v=ca3sr-XK14U
1446,How a Restaurant Lost $400 in 3 Minutes,2016-09-17,18476,789,94,Sep,https://www.youtube.com/watch?v=1hCw_3Mo0Y0
1447,26 Reasons To Become an Entrepreneur,2016-09-15,115791,4232,355,Sep,https://www.youtube.com/watch?v=x36-kLmbo0I
1448,How to Choose the Right Books to Read,2016-09-13,78095,2919,183,Sep,https://www.youtube.com/watch?v=XZxm-qwoQD4
1449,"Motivation Monday: ""Chase the Unknown""",2016-09-12,14064,404,30,Sep,https://www.youtube.com/watch?v=ZbEih0G4eHQ
1450,The Evolution Of Your Why,2016-09-08,77497,3372,163,Sep,https://www.youtube.com/watch?v=bZnBWS0LY2g
1451,How To Deal with Sexual Appetite as an Entrepreneur,2016-09-07,47922,981,102,Sep,https://www.youtube.com/watch?v=OF0q8y9R__Y
1452,How to Improve Your Sales Process and Increase Business,2016-09-06,950425,24827,1078,Sep,https://www.youtube.com/watch?v=sIoME37Emxg
1453,"Motivation Monday: ""Make A Bold Move"".",2016-09-05,17663,623,46,Sep,https://www.youtube.com/watch?v=yR3cqFS6oOE
1454,What are you known for?,2016-09-05,10299,630,96,Sep,https://www.youtube.com/watch?v=EgSJnmyg_Eo
1455,10 Different Roles Within a Company,2016-09-01,191285,5958,233,Sep,https://www.youtube.com/watch?v=SAOtSejGIdE
1456,Why the majority give up on their dreams  (Q&A from Costa Rica),2016-08-31,36807,1459,117,Aug,https://www.youtube.com/watch?v=WV3zo0uJwJo
1457,9 Forms of Capital for Entrepreneurs,2016-08-30,53300,1632,133,Aug,https://www.youtube.com/watch?v=qGQQf_ZjGeE
1458,Does Your Age Matter as an Entrepreneur?,2016-08-25,29846,1284,164,Aug,https://www.youtube.com/watch?v=cs_jB0P5ixo
1459,10 Ways Competition Helps You Win in Business,2016-08-23,65289,1816,164,Aug,https://www.youtube.com/watch?v=ZKnpbeFjvsM
1460,How to Network Like Casanova,2016-08-19,450502,15885,567,Aug,https://www.youtube.com/watch?v=yGJoosdpDiM
1461,It Takes 7-10 Years to Build,2016-08-16,58801,2783,236,Aug,https://www.youtube.com/watch?v=eEirzGD525I
1462,Morning Rituals of an Entrepreneur,2016-08-11,808787,23668,1185,Aug,https://www.youtube.com/watch?v=9hdMO1cNNuw
1463,10 Shades of Wannabe Entrepreneurs,2016-08-09,349683,10314,788,Aug,https://www.youtube.com/watch?v=PFwzOEMyqsc
1464,"The Battle of Every Entrepreneur- ""Good Voice, Bad Voice""",2016-08-04,1029061,28981,2208,Aug,https://www.youtube.com/watch?v=NKOHKGDsoUA
1465,Don't Be An A$#hole,2016-08-02,25256,1026,113,Aug,https://www.youtube.com/watch?v=_rfEczBKLrg
1466,How to Change Your Mood in Five Minutes,2016-07-28,122732,4843,460,Jul,https://www.youtube.com/watch?v=PF-2aa7JvUk
1467,14 Ways Teenage Entrepreneurs Can Make Money,2016-07-26,2615800,63432,3842,Jul,https://www.youtube.com/watch?v=3eiweIFytvo
1468,Self-Confidence: You vs. You,2016-07-21,117472,4109,218,Jul,https://www.youtube.com/watch?v=bPRKetwzuS8
1469,12 Military Mottos For Entrepreneurs,2016-07-19,67622,2668,210,Jul,https://www.youtube.com/watch?v=ZRnB4q99VuE
1470,The best compensation plan,2016-07-16,15780,628,93,Jul,https://www.youtube.com/watch?v=FLnc3pjVnI4
1471,Goals vs. Vision: What's More Important?,2016-07-14,70086,2219,202,Jul,https://www.youtube.com/watch?v=upImM2ZHIyE
1472,The One Thing Small Thinkers Master,2016-07-12,34833,1461,123,Jul,https://www.youtube.com/watch?v=AuLSY5Pjl1Q
1473,Stealing Ideas: Good or Bad?,2016-07-07,96885,2587,339,Jul,https://www.youtube.com/watch?v=LqQomkp0P9Y
1474,10 Things to be Paranoid About as an Entrepreneur,2016-07-05,35413,1133,68,Jul,https://www.youtube.com/watch?v=mRjo--CE6LY
1475,Knock'em out before they knock you out.,2016-07-02,6105,271,36,Jul,https://www.youtube.com/watch?v=6ssSQqDaf24
1476,7 Relationships Every Entrepreneur Has To Deal With,2016-06-30,58185,1882,113,Jun,https://www.youtube.com/watch?v=6CeeC9tnElM
1477,Why Underdogs Make the Best Entrepreneurs,2016-06-29,11206,457,36,Jun,https://www.youtube.com/watch?v=6nI3PYl_q4M
1478,10 Unmeasurable Qualities of a Human Being,2016-06-28,26622,638,55,Jun,https://www.youtube.com/watch?v=Usee8Wrxaug
1479,Valuetainment Live: How To Sell Luxury Yachts & Network Like A Pro-  Episode #3 on Facebook Mentions,2016-06-27,7632,211,39,Jun,https://www.youtube.com/watch?v=6YnONhO60Yo
1480,9 Things that Turn Off Potential Customers,2016-06-23,288315,10811,945,Jun,https://www.youtube.com/watch?v=Vh-AN8m3LSs
1481,The 9 Love Languages of Entrepreneurs,2016-06-21,29792,1381,85,Jun,https://www.youtube.com/watch?v=2_PW_ORkCxE
1482,Valuetainment Live: Is LeBron James The Greatest Of All Time-  Episode #2 on Facebook Mentions,2016-06-20,3881,85,24,Jun,https://www.youtube.com/watch?v=eJlWQ08UCyM
1483,11 Skills that Millionaires Master,2016-06-16,2715199,69552,4030,Jun,https://www.youtube.com/watch?v=r1Wi7BVwe3s
1484,Patrick Bet-David is a Philosopher of Entrepreneurship,2016-06-15,5160,222,40,Jun,https://www.youtube.com/watch?v=RnAJ0lyd9H4
1485,The 5 Identities of an Entrepreneur,2016-06-14,103325,2965,160,Jun,https://www.youtube.com/watch?v=h_doz4v8pBE
1486,Valuetainment Live: Sunday Night Q&A- Episode #1 on Facebook Mentions,2016-06-14,7027,189,46,Jun,https://www.youtube.com/watch?v=HcjNtNowZm4
1487,The Only Solution To Beating Inflation & Unemployment,2016-06-13,14177,416,56,Jun,https://www.youtube.com/watch?v=WyyWmlnCQ_g
1488,Muhammad Ali: 10 Lessons Entrepreneurs Can Learn From Him,2016-06-10,15124,637,98,Jun,https://www.youtube.com/watch?v=gmdB1RK7Cm8
1489,5 Keys on How to Start and Finish a Project,2016-06-09,183802,3950,176,Jun,https://www.youtube.com/watch?v=kn7XTCjnIoM
1490,How to Deal with Negative Team Members,2016-06-07,172546,4465,212,Jun,https://www.youtube.com/watch?v=n1D1pqQ1iJc
1491,Entrepreneur's Book Club- Announcing May's Winners and June's Book of the Month,2016-06-04,2208,70,25,Jun,https://www.youtube.com/watch?v=LdnGeRyoKXU
1492,Top 10 Movies for Entrepreneurs,2016-06-03,518398,9312,685,Jun,https://www.youtube.com/watch?v=PYNNmb_JjJ4
